id,property_code,date,market_rent,occupied_rent,revenue,expenses,owed,charges,collections,income_actual,income_budget,expense_actual,expense_budget,actual_cash,adjusted_cash,collected,collections_pct
329,55pharr,2025-05-01,1623.59,1625.05,,,,201491.08,,223138.42,208215.88,135117.56,142513.65,,,188542.89,93.57381478127967
330,55pharr,2025-06-01,1598.59,1628.64,,,,211448.7,,159577.56,208371.71,138873.05,142518.32,,,200245.44,94.70166522660107
331,55pharr,2025-07-01,1598.59,1635.83,,,,196723.52,,232023.66,208527.66,134524.87,142698.0,,,183692.52,93.37598269896756
332,55pharr,2025-08-01,1548.59,1644.3,,,,196355.09,,181512.91,208683.75,139685.5,142702.68,,,189952.59,96.73932567778101
333,55pharr,2025-09-01,1548.59,1644.1,,,,205098.95,,194889.72,208839.95,163967.49,142532.37,,,188737.73,92.02276754707911
334,55pharr,2025-10-01,1548.59,1639.48,,,,191843.92,,158069.98,208996.3,142372.07,142362.06,,,175395.93,91.42636889404677
326,55pharr,2025-02-01,,,,,,210533.09,,176071.38,204691.49,141708.39,142057.92,,,196894.34,93.52180220220964
75,perryh,2026-02-01,1328.7,1299.17,,,14038.56,138394.55,,,,,,,,,89.86
248,kenplc,2024-11-01,1521.04,1281.75,303055.0,127430.0,174093.0,320616.0,,,,,,,,,45.7
249,kenplc,2024-12-01,1521.04,1285.33,303779.0,157665.0,171584.0,321392.0,,,,,,,,,46.61
250,kenplc,2025-01-01,1521.04,1281.0,296034.0,139556.0,188695.0,313153.0,,,,,,,,,39.74
251,kenplc,2025-02-01,1521.04,1290.37,298882.0,113310.0,193655.0,316184.0,,,,,,,,,38.75
252,kenplc,2025-03-01,1521.04,1299.54,312422.0,127754.0,194687.0,330227.0,,,,,,,,,41.04
253,kenplc,2025-04-01,1521.04,1305.96,316067.0,121813.0,178296.0,334170.0,,,,,,,,,46.64
254,kenplc,2025-05-01,1521.04,1310.0,321082.0,121313.0,167028.0,339435.0,,,,,,,,,50.79
255,kenplc,2025-06-01,1521.04,1322.63,323813.0,125285.0,154706.0,342261.0,,,,,,,,,54.79
284,turn,2025-12-01,1364.97,1384.03,259391.64,128430.2,3595.4,266102.72,,,,,,,,,98.65
285,turn,2026-01-01,1364.97,1381.0,265941.4,137045.45,1599.4,267623.89,,,,,,,,,99.4
286,turn,2026-02-01,1364.97,1374.12,,,5250.99,267812.36,,,,,,,,,98.04
335,55pharr,2025-11-01,1548.59,1641.36,,,,212171.56,,215250.54,209152.78,143686.42,142191.75,,,192773.66,90.857445738722
336,55pharr,2025-12-01,1548.59,1643.28,,,,195576.17,,179592.46,209309.38,133320.19,142196.45,,,172842.52,88.3760634028164
337,55pharr,2026-01-01,1498.59,1631.13,,,,207078.21,,172752.98,191638.58,151266.75,144207.01,,,161768.88,78.11970173008547
382,55pharr,2026-02-01,1498.59,1629.17,,,,196195.3,,,,,,,,132564.51,67.56762776682214
