id,property_code,date,occupancy,leased,projection,make_ready,work_orders,turnover
1226,55pharr,2023-12-08,,,,16.0,13.0,
1227,55pharr,2023-12-15,,,,20.0,7.0,
1228,55pharr,2023-12-22,,,,19.0,6.0,
1229,55pharr,2023-12-29,,,,19.0,6.0,
1230,55pharr,2024-01-05,,,,18.0,5.0,
1231,55pharr,2024-01-12,,,,18.0,5.0,
1232,55pharr,2024-01-19,,,,26.0,16.0,
1233,55pharr,2024-01-26,,,,18.0,11.0,
1234,55pharr,2024-02-02,,,,17.0,9.0,
1235,55pharr,2024-02-09,,,,18.0,7.0,
1236,55pharr,2024-02-16,,,,19.0,2.0,
1237,55pharr,2024-02-23,,,,21.0,4.0,
1238,55pharr,2024-03-08,,,,17.0,7.0,
1239,55pharr,2024-03-15,,,,17.0,4.0,
1240,55pharr,2024-03-22,,,,17.0,2.0,
1241,55pharr,2024-03-29,,,,17.0,4.0,
1242,55pharr,2024-04-05,,,,16.0,3.0,
1243,55pharr,2024-04-12,,,,17.0,3.0,
1244,55pharr,2024-04-19,,,,15.0,2.0,
1245,55pharr,2024-04-29,,,,17.0,3.0,
1246,55pharr,2024-05-06,,,,18.0,2.0,
1247,55pharr,2024-05-13,,,,21.0,5.0,
1248,55pharr,2024-05-20,,,,19.0,9.0,
1249,55pharr,2024-05-27,,,,18.0,9.0,
1250,55pharr,2024-06-03,,,,18.0,10.0,
1251,55pharr,2024-06-10,,,,16.0,14.0,
1252,55pharr,2024-06-17,,,,17.0,5.0,
1253,55pharr,2024-06-24,,,,16.0,14.0,
1254,55pharr,2024-07-08,,,,14.0,19.0,
1255,55pharr,2024-07-15,,,,13.0,12.0,
1256,55pharr,2024-07-22,,,,10.0,7.0,
1257,55pharr,2024-07-29,,,,9.0,6.0,
1258,55pharr,2024-08-05,,,,8.0,15.0,
1259,55pharr,2024-08-12,,,,7.0,12.0,
1260,55pharr,2024-08-19,,,,8.0,9.0,
1261,55pharr,2024-08-26,,,,7.0,2.0,
1262,55pharr,2024-09-02,,,,12.0,5.0,
1263,55pharr,2024-09-09,,,,14.0,3.0,
1264,55pharr,2024-09-16,,,,13.0,4.0,
1265,55pharr,2024-09-23,,,,13.0,5.0,
1266,55pharr,2024-09-30,,,,11.0,4.0,
1267,55pharr,2024-10-07,,,,10.0,1.0,
1268,55pharr,2024-10-14,,,,11.0,2.0,
1269,55pharr,2024-10-21,,,,10.0,4.0,
1270,55pharr,2024-10-28,,,,9.0,1.0,
1271,55pharr,2024-11-04,,,,9.0,5.0,
1272,55pharr,2024-11-11,,,,9.0,6.0,
1273,55pharr,2024-11-18,,,,8.0,9.0,
1274,55pharr,2024-11-25,,,,8.0,12.0,
1275,55pharr,2024-12-02,,,,8.0,14.0,
1276,55pharr,2024-12-09,,,,12.0,11.0,
1277,55pharr,2024-12-16,,,,13.0,7.0,
1278,55pharr,2024-12-23,,,,10.0,9.0,
1279,55pharr,2024-12-30,,,,8.0,10.0,
1280,55pharr,2025-01-06,,,,10.0,6.0,
1281,55pharr,2025-01-13,,,,11.0,5.0,
1282,55pharr,2025-01-20,,,,12.0,15.0,
1283,55pharr,2025-01-27,,,,12.0,10.0,
1284,55pharr,2025-02-03,,,,10.0,8.0,
1285,55pharr,2025-02-10,,,,9.0,9.0,
1286,55pharr,2025-02-17,,,,10.0,10.0,
1287,55pharr,2025-02-24,,,,9.0,13.0,
1288,55pharr,2025-03-03,,,,10.0,9.0,
1289,55pharr,2025-03-10,,,,10.0,5.0,
1290,55pharr,2025-03-17,,,,12.0,7.0,
1291,55pharr,2025-03-24,,,,12.0,11.0,
1292,55pharr,2025-03-31,,,,14.0,9.0,
1293,55pharr,2025-04-07,,,,22.0,14.0,
1294,55pharr,2025-04-14,,,,14.0,12.0,
1295,55pharr,2025-04-21,,,,8.0,11.0,
1296,55pharr,2025-04-28,,,,8.0,9.0,
1297,55pharr,2025-05-05,,,,7.0,7.0,
1298,55pharr,2025-05-12,,,,7.0,4.0,
1299,55pharr,2025-05-19,,,,11.0,5.0,
1300,55pharr,2025-05-26,,,,10.0,4.0,
1301,55pharr,2025-06-02,,,,12.0,9.0,
1302,55pharr,2025-06-09,,,,13.0,4.0,
1303,55pharr,2025-06-16,,,,19.0,0.0,
1304,55pharr,2025-06-23,,,,19.0,8.0,
1305,55pharr,2025-06-30,,,,17.0,3.0,
1306,55pharr,2025-07-07,,,,17.0,9.0,
1307,55pharr,2025-07-14,,,,16.0,11.0,
1308,55pharr,2025-07-21,,,,16.0,19.0,
1309,55pharr,2025-07-28,,,,15.0,13.0,
1310,55pharr,2025-08-04,,,,15.0,11.0,
1311,55pharr,2025-08-11,,,,16.0,9.0,
1312,55pharr,2025-08-18,,,,15.0,14.0,
1313,55pharr,2025-08-25,,,,14.0,18.0,
1189,55pharr,2025-09-01,90.1,,,14.0,17.0,41.7
1314,55pharr,2025-09-08,,,,11.0,19.0,
1315,55pharr,2025-09-15,,,,20.0,17.0,
1316,55pharr,2025-09-22,,,,22.0,17.0,
1317,55pharr,2025-09-29,,,,20.0,26.0,
1318,55pharr,2025-10-06,,,,20.0,19.0,
1319,55pharr,2025-10-13,,,,25.0,22.0,
1320,55pharr,2025-10-20,,,,27.0,18.0,
1321,55pharr,2025-10-27,,,,27.0,16.0,
1322,55pharr,2025-11-03,,,,22.0,11.0,
1323,55pharr,2025-11-10,,,,21.0,13.0,
1324,55pharr,2025-11-17,,,,23.0,20.0,
1325,55pharr,2025-11-24,,,,21.0,25.0,
1192,55pharr,2025-12-01,88.4,,,19.0,10.0,55.6
1326,55pharr,2025-12-08,,,,19.0,23.0,
1327,55pharr,2025-12-15,,,,25.0,16.0,
1328,55pharr,2025-12-22,,,,26.0,15.0,
1329,55pharr,2025-12-29,,,,24.0,14.0,
1330,55pharr,2026-01-05,,,,21.0,18.0,
1331,55pharr,2026-01-12,,,,23.0,19.0,
1332,55pharr,2026-01-19,,,,23.0,24.0,
1333,55pharr,2026-01-26,,,,23.0,20.0,
1334,55pharr,2026-02-02,,,,23.0,34.0,
1335,55pharr,2026-02-09,85.36,88.61,85.36,22.0,43.0,
1336,55pharr,2026-02-16,,,,25.0,36.0,
1337,55pharr,2026-03-02,,,,24.0,10.0,
